rank,image_id,file_name,split,total_tooth_count,n_duplicate_codes,duplicate_codes,n_missing_codes,missing_codes,n_position_violations,n_wrong_quadrant_both_axes,likely_global_framing,position_violation_detail,anomaly_score,primary_reason,reason_breakdown
656,train_quadrant_enumeration_disease_705,train_370.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
657,train_quadrant_enumeration_disease_261,train_195.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 26, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 47",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
658,train_quadrant_enumeration_disease_70,train_495.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 16, 17, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45, 46",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
659,train_quadrant_enumeration_disease_330,train_118.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 26, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
660,train_quadrant_enumeration_disease_428,train_535.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 16, 18, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 37, 38, 41, 42, 43, 47, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
661,train_quadrant_enumeration_disease_55,train_487.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
662,train_quadrant_enumeration_disease_244,train_49.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 28, 31, 32, 33, 34, 35, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
663,train_quadrant_enumeration_disease_597,train_55.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 37, 38, 41, 42, 43, 44, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
664,train_quadrant_enumeration_disease_560,train_359.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 37, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
665,train_quadrant_enumeration_disease_308,train_200.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 18, 21, 22, 23, 24, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 46, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
666,train_quadrant_enumeration_disease_277,train_11.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 17, 18, 21, 23, 24, 25, 27, 28, 31, 32, 33, 34, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
667,train_quadrant_enumeration_disease_616,train_140.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 28, 31, 32, 33, 34, 41, 42, 43, 44, 45, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
668,train_quadrant_enumeration_disease_85,train_137.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 34, 36, 38, 41, 42, 46, 47, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
669,train_quadrant_enumeration_disease_302,train_124.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
670,train_quadrant_enumeration_disease_392,train_244.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 13, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 38, 41, 42, 43, 44, 47, 48",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
671,train_quadrant_enumeration_disease_654,train_249.png,train_quadrant_enumeration_disease,9,0,-,23,"13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 26, 28, 31, 32, 33, 34, 37, 41, 42, 43, 44, 46, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
672,train_quadrant_enumeration_disease_655,train_235.png,train_quadrant_enumeration_disease,9,0,-,23,"12, 13, 17, 18, 21, 22, 23, 24, 25, 28, 31, 32, 33, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
673,train_quadrant_enumeration_disease_287,train_37.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 28, 31, 32, 33, 34, 37, 38, 41, 42, 43, 46, 47, 48",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
674,train_quadrant_enumeration_disease_71,train_447.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 38, 41, 42, 43, 44, 48",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
675,train_quadrant_enumeration_disease_279,train_542.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
676,train_quadrant_enumeration_disease_251,train_460.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
677,train_quadrant_enumeration_disease_500,train_543.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
678,train_quadrant_enumeration_disease_574,train_279.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
679,train_quadrant_enumeration_disease_499,train_109.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 18, 21, 22, 23, 24, 27, 28, 31, 32, 33, 34, 36, 37, 41, 42, 43, 44, 45",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
680,train_quadrant_enumeration_disease_671,train_429.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 13, 15, 16, 18, 21, 22, 23, 25, 26, 27, 28, 31, 32, 33, 37, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
681,train_quadrant_enumeration_disease_338,train_565.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 13, 14, 15, 16, 17, 23, 24, 25, 27, 28, 31, 32, 33, 35, 36, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
682,train_quadrant_enumeration_disease_78,train_694.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
683,train_quadrant_enumeration_disease_272,train_191.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 41, 42, 45, 46",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
684,train_quadrant_enumeration_disease_74,train_679.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 18, 21, 22, 23, 24, 25, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 48",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
685,train_quadrant_enumeration_disease_443,train_100.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 17, 18, 21, 24, 25, 27, 28, 31, 32, 33, 34, 35, 38, 41, 42, 44, 45, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
686,train_quadrant_enumeration_disease_412,train_349.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 41, 42, 43, 44, 45, 46",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
687,train_quadrant_enumeration_disease_526,train_575.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
688,train_quadrant_enumeration_disease_41,train_536.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 13, 14, 15, 16, 17, 21, 22, 23, 24, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
689,train_quadrant_enumeration_disease_40,train_383.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 15, 16, 17, 21, 22, 23, 24, 25, 26, 31, 32, 33, 34, 35, 38, 41, 42, 43, 47, 48",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
690,train_quadrant_enumeration_disease_632,train_587.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 16, 21, 22, 23, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 47, 48",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
691,train_quadrant_enumeration_disease_115,train_385.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 24, 26, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 48",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
692,train_quadrant_enumeration_disease_127,train_263.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 37, 41, 42, 43, 44, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
693,train_quadrant_enumeration_disease_583,train_580.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 21, 23, 24, 25, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
694,train_quadrant_enumeration_disease_638,train_256.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 16, 17, 21, 23, 24, 25, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
695,train_quadrant_enumeration_disease_600,train_418.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 37, 41, 42, 43, 44",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
696,train_quadrant_enumeration_disease_464,train_351.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 16, 17, 18, 21, 22, 23, 24, 27, 28, 31, 32, 33, 35, 38, 41, 42, 43, 44, 45",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
697,train_quadrant_enumeration_disease_61,train_19.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 28, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
698,train_quadrant_enumeration_disease_421,train_321.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
699,train_quadrant_enumeration_disease_446,train_459.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,1.15,missing_codes,missing_codes(+1.15)
700,train_quadrant_enumeration_disease_619,train_284.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 13, 14, 15, 17, 21, 22, 23, 26, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
701,train_quadrant_enumeration_disease_181,train_84.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 13, 14, 15, 21, 24, 25, 26, 27, 28, 31, 32, 33, 35, 37, 38, 41, 42, 43, 44, 46",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
702,train_quadrant_enumeration_disease_633,train_53.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
703,train_quadrant_enumeration_disease_299,train_585.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 13, 14, 15, 21, 22, 23, 24, 28, 31, 32, 33, 35, 37, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
704,train_quadrant_enumeration_disease_349,train_27.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 13, 14, 16, 17, 21, 22, 23, 24, 26, 27, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
705,train_quadrant_enumeration_disease_430,train_148.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 13, 15, 16, 21, 22, 23, 25, 26, 27, 31, 32, 33, 34, 36, 37, 41, 42, 43, 44, 46",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
706,train_quadrant_enumeration_disease_197,train_362.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 16, 17, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
707,train_quadrant_enumeration_disease_488,train_282.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 13, 15, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
708,train_quadrant_enumeration_disease_547,train_18.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 26, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45, 46",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
709,train_quadrant_enumeration_disease_687,train_479.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 13, 15, 16, 17, 18, 21, 23, 25, 26, 27, 31, 33, 35, 37, 41, 43, 44, 45, 46, 47, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
710,train_quadrant_enumeration_disease_356,train_301.png,train_quadrant_enumeration_disease,10,0,-,22,"13, 14, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 36, 37, 38, 44, 45, 46, 47, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
711,train_quadrant_enumeration_disease_88,train_545.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 41, 42, 43, 44, 45, 47",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
712,train_quadrant_enumeration_disease_146,train_704.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 26, 27, 28, 31, 32, 33, 37, 38, 41, 42, 43",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
713,train_quadrant_enumeration_disease_17,train_564.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
714,train_quadrant_enumeration_disease_651,train_647.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 13, 14, 15, 17, 18, 21, 22, 23, 24, 26, 27, 28, 31, 36, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
715,train_quadrant_enumeration_disease_575,train_201.png,train_quadrant_enumeration_disease,10,0,-,22,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 31, 32, 35, 36, 37, 41, 42, 45",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
716,train_quadrant_enumeration_disease_52,train_655.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 14, 15, 17, 21, 24, 25, 26, 27, 31, 32, 33, 34, 37, 41, 42, 43, 44, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
717,train_quadrant_enumeration_disease_567,train_302.png,train_quadrant_enumeration_disease,11,0,-,21,"14, 18, 21, 22, 27, 28, 31, 32, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
718,train_quadrant_enumeration_disease_679,train_335.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 14, 15, 17, 21, 22, 23, 31, 32, 33, 35, 36, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
719,train_quadrant_enumeration_disease_344,train_260.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 14, 18, 21, 23, 24, 25, 26, 28, 31, 32, 33, 34, 41, 42, 43, 44, 45, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
720,train_quadrant_enumeration_disease_207,train_524.png,train_quadrant_enumeration_disease,11,0,-,21,"13, 16, 17, 18, 21, 22, 26, 28, 31, 32, 33, 35, 36, 37, 38, 41, 42, 43, 44, 46, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
721,train_quadrant_enumeration_disease_683,train_556.png,train_quadrant_enumeration_disease,11,0,-,21,"12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 25, 28, 31, 32, 33, 36, 37, 41, 42, 43, 46",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
722,train_quadrant_enumeration_disease_21,train_136.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 37, 41, 42, 43, 45, 46",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
723,train_quadrant_enumeration_disease_285,train_171.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 31, 32, 33, 36, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
724,train_quadrant_enumeration_disease_19,train_693.png,train_quadrant_enumeration_disease,11,0,-,21,"12, 13, 14, 15, 16, 17, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 45",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
725,train_quadrant_enumeration_disease_229,train_658.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 14, 17, 18, 21, 22, 23, 27, 31, 32, 33, 35, 36, 41, 42, 43, 44, 45, 46",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
726,train_quadrant_enumeration_disease_154,train_255.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 35, 43, 44, 45, 47",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
727,train_quadrant_enumeration_disease_649,train_258.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 18, 21, 22, 23, 24, 25, 28, 31, 32, 33, 34, 37, 41, 42, 43, 44, 45, 46",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
728,train_quadrant_enumeration_disease_371,train_624.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 17, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 41, 42, 43, 44, 47",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
729,train_quadrant_enumeration_disease_425,train_396.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 14, 16, 21, 22, 23, 24, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
730,train_quadrant_enumeration_disease_677,train_185.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 14, 15, 21, 23, 26, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 46, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
731,train_quadrant_enumeration_disease_388,train_507.png,train_quadrant_enumeration_disease,11,0,-,21,"13, 14, 15, 17, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
732,train_quadrant_enumeration_disease_520,train_420.png,train_quadrant_enumeration_disease,11,0,-,21,"15, 16, 17, 18, 22, 24, 27, 28, 31, 32, 34, 35, 36, 37, 38, 41, 42, 43, 45, 46, 47",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
733,train_quadrant_enumeration_disease_478,train_168.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 27, 33, 34, 35, 38, 44, 45, 47, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
734,train_quadrant_enumeration_disease_242,train_358.png,train_quadrant_enumeration_disease,12,0,-,20,"11, 12, 13, 14, 15, 21, 22, 23, 24, 28, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
735,train_quadrant_enumeration_disease_668,train_34.png,train_quadrant_enumeration_disease,12,0,-,20,"12, 13, 14, 15, 16, 18, 22, 23, 24, 25, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
736,train_quadrant_enumeration_disease_401,train_334.png,train_quadrant_enumeration_disease,12,0,-,20,"11, 12, 13, 18, 21, 22, 23, 24, 27, 31, 32, 33, 35, 36, 37, 38, 41, 42, 43, 46",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
737,train_quadrant_enumeration_disease_335,train_104.png,train_quadrant_enumeration_disease,12,0,-,20,"11, 12, 13, 14, 17, 18, 21, 22, 23, 24, 27, 31, 32, 33, 36, 37, 38, 41, 42, 43",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
738,train_quadrant_enumeration_disease_220,train_80.png,train_quadrant_enumeration_disease,12,0,-,20,"11, 12, 13, 14, 18, 21, 22, 23, 25, 28, 31, 32, 33, 37, 38, 41, 42, 43, 44, 45",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
739,train_quadrant_enumeration_disease_309,train_265.png,train_quadrant_enumeration_disease,12,0,-,20,"11, 12, 13, 14, 18, 21, 22, 23, 24, 27, 31, 32, 33, 34, 41, 42, 43, 44, 45, 47",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
740,train_quadrant_enumeration_disease_90,train_480.png,train_quadrant_enumeration_disease,12,0,-,20,"11, 12, 13, 14, 16, 17, 21, 22, 23, 24, 25, 26, 31, 32, 35, 37, 38, 41, 45, 47",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
741,train_quadrant_enumeration_disease_11,train_498.png,train_quadrant_enumeration_disease,12,0,-,20,"11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 41, 42, 43, 45",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
742,train_quadrant_enumeration_disease_291,train_128.png,train_quadrant_enumeration_disease,13,0,-,19,"13, 14, 15, 17, 23, 24, 25, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45",0,0,False,-,0.95,missing_codes,missing_codes(+0.95)
743,train_quadrant_enumeration_disease_28,train_289.png,train_quadrant_enumeration_disease,13,0,-,19,"13, 14, 15, 16, 17, 18, 25, 26, 31, 32, 33, 36, 37, 41, 42, 43, 44, 47, 48",0,0,False,-,0.95,missing_codes,missing_codes(+0.95)
744,train_quadrant_enumeration_disease_1,train_673.png,train_quadrant_enumeration_disease,13,0,-,19,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 27, 28, 42, 43, 44, 45, 46",0,0,False,-,0.95,missing_codes,missing_codes(+0.95)
