rank,label_file,image_id,total_tooth_count,n_duplicate_codes,duplicate_codes,n_missing_codes,missing_codes,n_position_violations,n_wrong_quadrant_both_axes,likely_global_framing,position_violation_detail,anomaly_score,primary_reason,reason_breakdown
742,cate2-00001_jpg.rf.95401933f6d6af5265fdc1a36a627697.txt,cate2-00001,32,0,-,0,-,0,0,False,-,0.0,none,-
743,cate1-00041_jpg.rf.08c050565c2241e65e4ca3ce7f714368.txt,cate1-00041,32,0,-,0,-,0,0,False,-,0.0,none,-
744,cate1-00044_jpg.rf.b36e4113555ae485a444f914baf9ec12.txt,cate1-00044,32,0,-,0,-,0,0,False,-,0.0,none,-
745,cate1-00050_jpg.rf.b3601c7dfe121061a892cd6f16b8b27a.txt,cate1-00050,32,0,-,0,-,0,0,False,-,0.0,none,-
746,cate1-00053_jpg.rf.b2b1daf8086bd0629a7d3b72b37ccaf6.txt,cate1-00053,32,0,-,0,-,0,0,False,-,0.0,none,-
747,cate2-00001_jpg.rf.13aeed63eabfa67e673076522fbd80b0.txt,cate2-00001,32,0,-,0,-,0,0,False,-,0.0,none,-
748,cate1-00056_jpg.rf.e32ad1ffb82e718b99dd09c52782890d.txt,cate1-00056,32,0,-,0,-,0,0,False,-,0.0,none,-
749,cate1-00059_jpg.rf.5274a2e90f902b214f5a4f9add2c447f.txt,cate1-00059,32,0,-,0,-,0,0,False,-,0.0,none,-
750,cate1-00059_jpg.rf.92c9ae7ec180673dc6165bcb6a8e7148.txt,cate1-00059,32,0,-,0,-,0,0,False,-,0.0,none,-
751,cate1-00059_jpg.rf.a9e11268c4bba51e9373b827dc1b9753.txt,cate1-00059,32,0,-,0,-,0,0,False,-,0.0,none,-
752,cate1-00062_jpg.rf.626864addd6028b0980d80dbd0f702cb.txt,cate1-00062,32,0,-,0,-,0,0,False,-,0.0,none,-
753,cate2-00008_jpg.rf.8c78605c9b5a4c0ddc8bfbef1a731f28.txt,cate2-00008,32,0,-,0,-,0,0,False,-,0.0,none,-
754,cate1-00062_jpg.rf.cee82a77a644b2fae3b8d2aa2adfdb7f.txt,cate1-00062,32,0,-,0,-,0,0,False,-,0.0,none,-
755,cate1-00065_jpg.rf.13b31542eab0bd3f045736a1d935221c.txt,cate1-00065,32,0,-,0,-,0,0,False,-,0.0,none,-
756,cate1-00065_jpg.rf.7a710e6eddcb3ced08814a62a93143a6.txt,cate1-00065,32,0,-,0,-,0,0,False,-,0.0,none,-
757,cate1-00065_jpg.rf.c33faed67e6ccbea5d3fcdb666169022.txt,cate1-00065,32,0,-,0,-,0,0,False,-,0.0,none,-
758,cate1-00068_jpg.rf.7053b967f1a29660587386e1dc0b8a99.txt,cate1-00068,32,0,-,0,-,0,0,False,-,0.0,none,-
759,cate1-00068_jpg.rf.bc26c960dbfd07f091ce15d91b348014.txt,cate1-00068,32,0,-,0,-,0,0,False,-,0.0,none,-
760,cate1-00068_jpg.rf.f9e5e1d821dd0c82fe3224544a745710.txt,cate1-00068,32,0,-,0,-,0,0,False,-,0.0,none,-
761,cate1-00071_jpg.rf.b39f1ea88d5665838cad95481830f028.txt,cate1-00071,32,0,-,0,-,0,0,False,-,0.0,none,-
762,cate1-00071_jpg.rf.c21bb8f317002ad33d2b93003224a551.txt,cate1-00071,32,0,-,0,-,0,0,False,-,0.0,none,-
763,cate1-00071_jpg.rf.de9b6e67d43a02106a0cb46bc49fb0ad.txt,cate1-00071,32,0,-,0,-,0,0,False,-,0.0,none,-
764,cate2-00018_jpg.rf.5727e4a622c59be60ccffa85fa092acc.txt,cate2-00018,32,0,-,0,-,0,0,False,-,0.0,none,-
765,cate2-00002_jpg.rf.398f5483e8c9e10877b5f07319d9ea7d.txt,cate2-00002,32,0,-,0,-,0,0,False,-,0.0,none,-
766,cate1-00038_jpg.rf.73f49cda3d147b65a746463a4d7499df.txt,cate1-00038,32,0,-,0,-,0,0,False,-,0.0,none,-
767,cate1-00038_jpg.rf.69e28b79d95e827709721cddf17107a4.txt,cate1-00038,32,0,-,0,-,0,0,False,-,0.0,none,-
768,cate1-00038_jpg.rf.3c63a693eae24c5155b6f1282928630d.txt,cate1-00038,32,0,-,0,-,0,0,False,-,0.0,none,-
769,cate2-00008_jpg.rf.2a6a886fa46a067e37e6ce01241f5c71.txt,cate2-00008,32,0,-,0,-,0,0,False,-,0.0,none,-
770,cate1-00026_jpg.rf.365e2e2d1d708d69d19a27a09f0b05de.txt,cate1-00026,32,0,-,0,-,0,0,False,-,0.0,none,-
771,cate1-00029_jpg.rf.97fe17dca11f631d02b8290db8b4c8de.txt,cate1-00029,32,0,-,0,-,0,0,False,-,0.0,none,-
772,cate1-00029_jpg.rf.e7a2481e049e4936cefe587d6e5957e3.txt,cate1-00029,32,0,-,0,-,0,0,False,-,0.0,none,-
773,cate2-00008_jpg.rf.10358f5cbbca8147ea334370e1ee92a6.txt,cate2-00008,32,0,-,0,-,0,0,False,-,0.0,none,-
774,cate2-00007_jpg.rf.d7753ecf517d9a439fe7de643301610f.txt,cate2-00007,32,0,-,0,-,0,0,False,-,0.0,none,-
775,cate2-00006_jpg.rf.e180b1c0e276253bd178ab34c9647b08.txt,cate2-00006,32,0,-,0,-,0,0,False,-,0.0,none,-
776,cate2-00006_jpg.rf.d99b5adc593a61cc345549ce7f3ded7b.txt,cate2-00006,32,0,-,0,-,0,0,False,-,0.0,none,-
777,cate2-00006_jpg.rf.4118a17dc9e8d0206f314ec25be6228c.txt,cate2-00006,32,0,-,0,-,0,0,False,-,0.0,none,-
778,cate2-00005_jpg.rf.c8270cb28a9a16cd71c2d3a5874720fd.txt,cate2-00005,32,0,-,0,-,0,0,False,-,0.0,none,-
779,cate2-00005_jpg.rf.8d82c4c33dfa7d65d3f2eef3d684494a.txt,cate2-00005,32,0,-,0,-,0,0,False,-,0.0,none,-
780,cate1-00029_jpg.rf.fd58d0d68868049f710e893c59801bf2.txt,cate1-00029,32,0,-,0,-,0,0,False,-,0.0,none,-
781,cate1-00032_jpg.rf.77108e8b74f9a152b099512e60f79b09.txt,cate1-00032,32,0,-,0,-,0,0,False,-,0.0,none,-
782,cate1-00032_jpg.rf.ae32059cc3a14daeee304d986af6df35.txt,cate1-00032,32,0,-,0,-,0,0,False,-,0.0,none,-
783,cate2-00005_jpg.rf.0c97882aaa66d6f3a45ea997755cde65.txt,cate2-00005,32,0,-,0,-,0,0,False,-,0.0,none,-
784,cate1-00032_jpg.rf.eb7da146237078d22e5eb8426dfdf08c.txt,cate1-00032,32,0,-,0,-,0,0,False,-,0.0,none,-
785,cate2-00003_jpg.rf.ee753866ade30285aa03556cdfbb28d5.txt,cate2-00003,32,0,-,0,-,0,0,False,-,0.0,none,-
786,cate2-00003_jpg.rf.afa79e0ec99e842018d86d31b5cbdf52.txt,cate2-00003,32,0,-,0,-,0,0,False,-,0.0,none,-
787,cate2-00003_jpg.rf.97f51317ee5851f101839f10764c288a.txt,cate2-00003,32,0,-,0,-,0,0,False,-,0.0,none,-
788,cate2-00002_jpg.rf.88df00cce5a1d60ebf0e6b7fd48b8e71.txt,cate2-00002,32,0,-,0,-,0,0,False,-,0.0,none,-
789,cate1-00035_jpg.rf.1b0e337b9456278b94cbd484f9889e83.txt,cate1-00035,32,0,-,0,-,0,0,False,-,0.0,none,-
790,cate1-00035_jpg.rf.c9bfeb3c8fad98601f86f34317ac85e7.txt,cate1-00035,32,0,-,0,-,0,0,False,-,0.0,none,-
791,cate1-00035_jpg.rf.e82433024ad10ea2a258614c2a8d3c5f.txt,cate1-00035,32,0,-,0,-,0,0,False,-,0.0,none,-
792,cate2-00018_jpg.rf.40d9a5763138d8cca6d0183ee6ceec45.txt,cate2-00018,32,0,-,0,-,0,0,False,-,0.0,none,-
793,cate2-00030_jpg.rf.fa2addd1d466f0f70e5486aacaafbead.txt,cate2-00030,32,0,-,0,-,0,0,False,-,0.0,none,-
794,cate2-00018_jpg.rf.65fd6c10119a204d9e5e3070f297c216.txt,cate2-00018,32,0,-,0,-,0,0,False,-,0.0,none,-
795,cate6-00099_jpg.rf.66421231c2c5a935538c461b06d72087.txt,cate6-00099,32,0,-,0,-,0,0,False,-,0.0,none,-
796,cate3-00018_jpg.rf.2e21792886ec1e51c1756c7b9b109ee5.txt,cate3-00018,32,0,-,0,-,0,0,False,-,0.0,none,-
797,cate3-00018_jpg.rf.51a9baa986aa7438d3195a6b6e40f78e.txt,cate3-00018,32,0,-,0,-,0,0,False,-,0.0,none,-
798,cate3-00018_jpg.rf.d99d061518b9763e9d9f304c995ba031.txt,cate3-00018,32,0,-,0,-,0,0,False,-,0.0,none,-
799,cate3-00019_jpg.rf.56b667ba9827c4ee002b6e09340225c5.txt,cate3-00019,32,0,-,0,-,0,0,False,-,0.0,none,-
800,cate3-00019_jpg.rf.99434bff32d2808f7633e6b301ab854f.txt,cate3-00019,32,0,-,0,-,0,0,False,-,0.0,none,-
801,cate3-00019_jpg.rf.fa423c37b003079477882b2c899c6b5e.txt,cate3-00019,32,0,-,0,-,0,0,False,-,0.0,none,-
802,cate6-00086_jpg.rf.c2a1d99859b4ee0e1ce29299a8ea403d.txt,cate6-00086,32,0,-,0,-,0,0,False,-,0.0,none,-
803,cate6-00086_jpg.rf.3a82a7e3f578e2b20def54b9cce22356.txt,cate6-00086,32,0,-,0,-,0,0,False,-,0.0,none,-
804,cate6-00086_jpg.rf.3095fa29861cd35bffe474b3e7f9106a.txt,cate6-00086,32,0,-,0,-,0,0,False,-,0.0,none,-
805,cate3-00020_jpg.rf.10cddb9724f110337a80a95e65753161.txt,cate3-00020,32,0,-,0,-,0,0,False,-,0.0,none,-
806,cate3-00020_jpg.rf.30158a47fb132163a00241bd1c406067.txt,cate3-00020,32,0,-,0,-,0,0,False,-,0.0,none,-
807,cate3-00020_jpg.rf.f28784186493ffe4ec2f0f074702f379.txt,cate3-00020,32,0,-,0,-,0,0,False,-,0.0,none,-
808,cate6-00069_jpg.rf.f6d5c4f63c0be142252591ef2105a1cb.txt,cate6-00069,32,0,-,0,-,0,0,False,-,0.0,none,-
809,cate6-00069_jpg.rf.54e5aaa0018927b91dcc3a17116b86d9.txt,cate6-00069,32,0,-,0,-,0,0,False,-,0.0,none,-
810,cate6-00069_jpg.rf.1d2b55062ed75dda29be8f13083f59a0.txt,cate6-00069,32,0,-,0,-,0,0,False,-,0.0,none,-
811,cate3-00021_jpg.rf.36033329e8a28d934d0fddcc13952400.txt,cate3-00021,32,0,-,0,-,0,0,False,-,0.0,none,-
812,cate3-00021_jpg.rf.aeacd9839f0cba986b922228ef2183bc.txt,cate3-00021,32,0,-,0,-,0,0,False,-,0.0,none,-
813,cate3-00021_jpg.rf.b5998a27b3b37748b645eb4cb3e41305.txt,cate3-00021,32,0,-,0,-,0,0,False,-,0.0,none,-
814,cate6-00051_jpg.rf.ed18717c0445e3ff13946012f8c244da.txt,cate6-00051,32,0,-,0,-,0,0,False,-,0.0,none,-
815,cate6-00051_jpg.rf.9563de25132b83dc8ac78ab5ef3e5ed4.txt,cate6-00051,32,0,-,0,-,0,0,False,-,0.0,none,-
816,cate6-00051_jpg.rf.117e23e7e710bf1772fd334b0b4b67b4.txt,cate6-00051,32,0,-,0,-,0,0,False,-,0.0,none,-
817,cate6-00036_jpg.rf.3e8b730477e2ddea033e7f85464cd962.txt,cate6-00036,32,0,-,0,-,0,0,False,-,0.0,none,-
818,cate6-00027_jpg.rf.f527451eb9f5af83370ee7c4211d5b00.txt,cate6-00027,32,0,-,0,-,0,0,False,-,0.0,none,-
819,cate6-00021_jpg.rf.a5a374247826ed31cded9a43e2982f6e.txt,cate6-00021,32,0,-,0,-,0,0,False,-,0.0,none,-
820,cate3-00023_jpg.rf.3b0997a5dd8180db00b5f81de194d2c8.txt,cate3-00023,32,0,-,0,-,0,0,False,-,0.0,none,-
821,cate6-00099_jpg.rf.0bdfa0071839d98321af5dbb34694983.txt,cate6-00099,32,0,-,0,-,0,0,False,-,0.0,none,-
822,cate6-00099_jpg.rf.f835c8f253aebeee115ecd9b446d4730.txt,cate6-00099,32,0,-,0,-,0,0,False,-,0.0,none,-
823,cate2-00019_jpg.rf.6d116a95bccbf92df7347d8f87232e09.txt,cate2-00019,32,0,-,0,-,0,0,False,-,0.0,none,-
824,cate6-00101_jpg.rf.06d96abae08674eb0f1936fb9a8eb4eb.txt,cate6-00101,32,0,-,0,-,0,0,False,-,0.0,none,-
825,cate3-00006_jpg.rf.aae79168d88bf4e20f6bfc51f3dd0f29.txt,cate3-00006,32,0,-,0,-,0,0,False,-,0.0,none,-
826,cate3-00007_jpg.rf.b918c1031f894027acaa12ad1f8a8142.txt,cate3-00007,32,0,-,0,-,0,0,False,-,0.0,none,-
827,cate3-00008_jpg.rf.758b1b82f2f13e5beee30274c1c295f1.txt,cate3-00008,32,0,-,0,-,0,0,False,-,0.0,none,-
828,cate6-00159_jpg.rf.d670e83aa91a1a86fe0596aa604d6bf4.txt,cate6-00159,32,0,-,0,-,0,0,False,-,0.0,none,-
829,cate6-00159_jpg.rf.4c38fc9c6b5e8eb8f160510a65b1b758.txt,cate6-00159,32,0,-,0,-,0,0,False,-,0.0,none,-
830,cate6-00159_jpg.rf.3d33d3d3dcdfa262940ccc96a5876071.txt,cate6-00159,32,0,-,0,-,0,0,False,-,0.0,none,-
831,cate3-00008_jpg.rf.a3b375a95b6ccd9fe89a6c1823e36ec8.txt,cate3-00008,32,0,-,0,-,0,0,False,-,0.0,none,-
832,cate6-00151_jpg.rf.e35e483dfeba488d47f3f3fd704172e8.txt,cate6-00151,32,0,-,0,-,0,0,False,-,0.0,none,-
833,cate6-00147_jpg.rf.a1ad961c2145387bf9233353abd43f72.txt,cate6-00147,32,0,-,0,-,0,0,False,-,0.0,none,-
834,cate3-00008_jpg.rf.b75dae6c62ee59c4cc299ad5c7c458b7.txt,cate3-00008,32,0,-,0,-,0,0,False,-,0.0,none,-
835,cate6-00141_jpg.rf.2cccae1daf54f19feee6d6293d0a2d83.txt,cate6-00141,32,0,-,0,-,0,0,False,-,0.0,none,-
836,cate3-00009_jpg.rf.8863a6fcb029e6d6766933be7c236cf7.txt,cate3-00009,32,0,-,0,-,0,0,False,-,0.0,none,-
837,cate3-00009_jpg.rf.abb3b23bf8d13e169421ac2b2e2f4d9e.txt,cate3-00009,32,0,-,0,-,0,0,False,-,0.0,none,-
838,cate3-00009_jpg.rf.e2c89d8bf5a5bacb87c60cad536fd9b2.txt,cate3-00009,32,0,-,0,-,0,0,False,-,0.0,none,-
839,cate3-00013_jpg.rf.792f8537dbcd3ee15ae1bff55fdee873.txt,cate3-00013,32,0,-,0,-,0,0,False,-,0.0,none,-
840,cate3-00014_jpg.rf.8042132daeee070cd7bf4fb49c14f85a.txt,cate3-00014,32,0,-,0,-,0,0,False,-,0.0,none,-
841,cate3-00016_jpg.rf.d93c71c586be9b9c8ffb0e596b8904d1.txt,cate3-00016,32,0,-,0,-,0,0,False,-,0.0,none,-
842,cate6-00108_jpg.rf.e97afb958df650207cf954506ced7c8d.txt,cate6-00108,32,0,-,0,-,0,0,False,-,0.0,none,-
843,cate6-00108_jpg.rf.e852ad137ec0ed547f51d8114d6a4844.txt,cate6-00108,32,0,-,0,-,0,0,False,-,0.0,none,-
844,cate6-00108_jpg.rf.b005f3792107fb97f46564e3abe2fe38.txt,cate6-00108,32,0,-,0,-,0,0,False,-,0.0,none,-
845,cate6-00105_jpg.rf.c96876eb5971806078e3c43e0a32f505.txt,cate6-00105,32,0,-,0,-,0,0,False,-,0.0,none,-
846,cate6-00105_jpg.rf.8bfca665aed9ad8bd5871d71fc09e5f5.txt,cate6-00105,32,0,-,0,-,0,0,False,-,0.0,none,-
847,cate6-00105_jpg.rf.4746ba084ecfb3a47996c5bcc4ba8950.txt,cate6-00105,32,0,-,0,-,0,0,False,-,0.0,none,-
848,cate6-00101_jpg.rf.27ed4471932f755f9bb621416bced5f5.txt,cate6-00101,32,0,-,0,-,0,0,False,-,0.0,none,-
849,cate6-00101_jpg.rf.0db87da9b970b4d46eb5212be560e35e.txt,cate6-00101,32,0,-,0,-,0,0,False,-,0.0,none,-
850,cate3-00023_jpg.rf.831b9eb2ec935063ca51e398d7b8fd3b.txt,cate3-00023,32,0,-,0,-,0,0,False,-,0.0,none,-
851,cate3-00023_jpg.rf.c0a91bde7954b7a7bb9794469862378a.txt,cate3-00023,32,0,-,0,-,0,0,False,-,0.0,none,-
852,cate3-00026_jpg.rf.2b4f0ff61158f77465fbd8dc532c4660.txt,cate3-00026,32,0,-,0,-,0,0,False,-,0.0,none,-
853,cate3-00026_jpg.rf.e4c4b547dc19149926e48cbe99a5d8cd.txt,cate3-00026,32,0,-,0,-,0,0,False,-,0.0,none,-
854,cate4-00091_jpg.rf.a305343401dd3ee09d9cb4f5395fa184.txt,cate4-00091,32,0,-,0,-,0,0,False,-,0.0,none,-
855,cate4-00091_jpg.rf.bf7c1497519e5357b7eca5796144544e.txt,cate4-00091,32,0,-,0,-,0,0,False,-,0.0,none,-
856,cate4-00094_jpg.rf.566e53592bf2d7c502cd122e6ff0a4d8.txt,cate4-00094,32,0,-,0,-,0,0,False,-,0.0,none,-
857,cate4-00094_jpg.rf.75f97439f6514548ed5deec49508d88c.txt,cate4-00094,32,0,-,0,-,0,0,False,-,0.0,none,-
858,cate4-00094_jpg.rf.faf3f62b9faa8eb81853fe4452ae3604.txt,cate4-00094,32,0,-,0,-,0,0,False,-,0.0,none,-
859,cate4-00095_jpg.rf.3f28659275788ec201a5684ede15074b.txt,cate4-00095,32,0,-,0,-,0,0,False,-,0.0,none,-
860,cate4-00095_jpg.rf.aa4224c1152488922e2b7944a83bf692.txt,cate4-00095,32,0,-,0,-,0,0,False,-,0.0,none,-
861,cate4-00095_jpg.rf.da7ee68b3c7d4726f45ebb0f3a2ee4cf.txt,cate4-00095,32,0,-,0,-,0,0,False,-,0.0,none,-
862,cate4-00099_jpg.rf.710e9edac74fdf77a1a2feb13d809232.txt,cate4-00099,32,0,-,0,-,0,0,False,-,0.0,none,-
863,cate4-00100_jpg.rf.0b9e55f417166a10342b47142e3928b0.txt,cate4-00100,32,0,-,0,-,0,0,False,-,0.0,none,-
864,cate4-00102_jpg.rf.3f2e28e5dde71ef1bd67ee6ac392bbcb.txt,cate4-00102,32,0,-,0,-,0,0,False,-,0.0,none,-
865,cate4-00103_jpg.rf.94b7fefebda62b27d129be8738b98299.txt,cate4-00103,32,0,-,0,-,0,0,False,-,0.0,none,-
866,cate4-00104_jpg.rf.940afd43ec0f7710998e2aa2afd6ad39.txt,cate4-00104,32,0,-,0,-,0,0,False,-,0.0,none,-
867,cate4-00105_jpg.rf.31fe9209cd5160d7535877a3b8d56e01.txt,cate4-00105,32,0,-,0,-,0,0,False,-,0.0,none,-
868,cate4-00106_jpg.rf.0b94a0c5f3ce997322d764ff6f7eca16.txt,cate4-00106,32,0,-,0,-,0,0,False,-,0.0,none,-
869,cate4-00107_jpg.rf.d28348f3fd74ad59bd11cdab2fbab85b.txt,cate4-00107,32,0,-,0,-,0,0,False,-,0.0,none,-
870,cate4-00108_jpg.rf.000ca062d66714a61412029be4008841.txt,cate4-00108,32,0,-,0,-,0,0,False,-,0.0,none,-
871,cate4-00108_jpg.rf.0059daca135a8379dfe298cecffbd0e3.txt,cate4-00108,32,0,-,0,-,0,0,False,-,0.0,none,-
872,cate4-00108_jpg.rf.89923db5b141a97f1a0ee29f3c1b9c9b.txt,cate4-00108,32,0,-,0,-,0,0,False,-,0.0,none,-
873,cate4-00112_jpg.rf.8888c76673fdb18c3510b7fe28dab826.txt,cate4-00112,32,0,-,0,-,0,0,False,-,0.0,none,-
874,cate4-00114_jpg.rf.ca966fe9e68f24c9582d86c1e0317e6a.txt,cate4-00114,32,0,-,0,-,0,0,False,-,0.0,none,-
875,cate4-00116_jpg.rf.99afef2d5c49533ec4a4912063dee9cf.txt,cate4-00116,32,0,-,0,-,0,0,False,-,0.0,none,-
876,cate4-00131_jpg.rf.19cf0831d650103c2bc5729cb99b738c.txt,cate4-00131,32,0,-,0,-,0,0,False,-,0.0,none,-
877,cate4-00131_jpg.rf.7c55c77ecccd98edc76fddff53152638.txt,cate4-00131,32,0,-,0,-,0,0,False,-,0.0,none,-
878,cate4-00131_jpg.rf.dceada043e33cbad1bc1b57ed1243bfc.txt,cate4-00131,32,0,-,0,-,0,0,False,-,0.0,none,-
879,cate4-00091_jpg.rf.9799a67dec4ffacb9ebdf7f64aacd10a.txt,cate4-00091,32,0,-,0,-,0,0,False,-,0.0,none,-
880,cate4-00089_jpg.rf.6a2aeed3b1c4b9c2fcacff9124a98b63.txt,cate4-00089,32,0,-,0,-,0,0,False,-,0.0,none,-
881,cate4-00088_jpg.rf.d5f9b0e2f64eb033dcf8f86c5f0374a5.txt,cate4-00088,32,0,-,0,-,0,0,False,-,0.0,none,-
882,cate4-00073_jpg.rf.42e2dae6771a43bf524a930eb73e6ebb.txt,cate4-00073,32,0,-,0,-,0,0,False,-,0.0,none,-
883,cate6-00003_jpg.rf.a74ff38dfc403c36db0b4677b6499b09.txt,cate6-00003,32,0,-,0,-,0,0,False,-,0.0,none,-
884,cate6-00003_jpg.rf.966cf8ffe4c650b2e3eebd67ec383d9a.txt,cate6-00003,32,0,-,0,-,0,0,False,-,0.0,none,-
885,cate3-00026_jpg.rf.e8ce18b46f5df23cf4f7d0232fe373ba.txt,cate3-00026,32,0,-,0,-,0,0,False,-,0.0,none,-
886,cate1-00002_jpg.rf.92038c2caa928c247e3671c407fc613c.txt,cate1-00002,32,0,-,0,-,0,0,False,-,0.0,none,-
887,cate3-00027_jpg.rf.50142b1ee65e4bac04d968c5b0afce55.txt,cate3-00027,32,0,-,0,-,0,0,False,-,0.0,none,-
888,cate3-00027_jpg.rf.9a432908669dc9b82a86ff232a55ff45.txt,cate3-00027,32,0,-,0,-,0,0,False,-,0.0,none,-
889,cate3-00027_jpg.rf.acf2219b34a18375ce91b128b6cc11f8.txt,cate3-00027,32,0,-,0,-,0,0,False,-,0.0,none,-
890,cate4-00069_jpg.rf.3c40af59574c0b84e63758676751923e.txt,cate4-00069,32,0,-,0,-,0,0,False,-,0.0,none,-
891,cate4-00069_jpg.rf.bfe8bb0f739dd93ede943edb54ae490e.txt,cate4-00069,32,0,-,0,-,0,0,False,-,0.0,none,-
892,cate4-00070_jpg.rf.9f0a5a0a2310b7fbcd76c6870d316074.txt,cate4-00070,32,0,-,0,-,0,0,False,-,0.0,none,-
893,cate4-00072_jpg.rf.0fbed3f154747c201c7c216b2634bd66.txt,cate4-00072,32,0,-,0,-,0,0,False,-,0.0,none,-
894,cate4-00075_jpg.rf.c1a9139dafc147b05de83f14df06b083.txt,cate4-00075,32,0,-,0,-,0,0,False,-,0.0,none,-
895,cate4-00087_jpg.rf.e2589d13c8b91c6573de7bec96a91cdd.txt,cate4-00087,32,0,-,0,-,0,0,False,-,0.0,none,-
896,cate4-00077_jpg.rf.26f7c103bb785f607d093996c2377a22.txt,cate4-00077,32,0,-,0,-,0,0,False,-,0.0,none,-
897,cate4-00079_jpg.rf.44212701404990930df37a49386adae6.txt,cate4-00079,32,0,-,0,-,0,0,False,-,0.0,none,-
898,cate4-00079_jpg.rf.d9df3614b2f590b9e5510ac539049249.txt,cate4-00079,32,0,-,0,-,0,0,False,-,0.0,none,-
899,cate4-00085_jpg.rf.3ecc95a9063d28a145e773b1354c967e.txt,cate4-00085,32,0,-,0,-,0,0,False,-,0.0,none,-
900,cate4-00085_jpg.rf.a7d4df905289220b2fa91fe0b672cf19.txt,cate4-00085,32,0,-,0,-,0,0,False,-,0.0,none,-
901,cate4-00085_jpg.rf.e47e1700bb730c2962b24d4faadc51e8.txt,cate4-00085,32,0,-,0,-,0,0,False,-,0.0,none,-
902,cate4-00086_jpg.rf.3a2d5855fb0d8616af3481b8a0d6d7a6.txt,cate4-00086,32,0,-,0,-,0,0,False,-,0.0,none,-
903,cate4-00086_jpg.rf.3ec590ec594942db54b4fdc761b22466.txt,cate4-00086,32,0,-,0,-,0,0,False,-,0.0,none,-
904,cate4-00086_jpg.rf.5cf34b9934336f1da2d0cc111733f200.txt,cate4-00086,32,0,-,0,-,0,0,False,-,0.0,none,-
905,cate4-00087_jpg.rf.683024bf11640b35d6bb716f41c33562.txt,cate4-00087,32,0,-,0,-,0,0,False,-,0.0,none,-
906,cate4-00087_jpg.rf.cc485441335c2f1f9be018eb5133a886.txt,cate4-00087,32,0,-,0,-,0,0,False,-,0.0,none,-
907,cate3-00003_jpg.rf.242fe63ad7de085f4641dfa555cefc93.txt,cate3-00003,32,0,-,0,-,0,0,False,-,0.0,none,-
908,cate2-00136_jpg.rf.5a4262b479d47c5fb50d58531ed744d2.txt,cate2-00136,32,0,-,0,-,0,0,False,-,0.0,none,-
909,cate2-00136_jpg.rf.5436d3c7bd9d034e430a58cdb02ca6d9.txt,cate2-00136,32,0,-,0,-,0,0,False,-,0.0,none,-
910,cate2-00039_jpg.rf.6e30ed8c13e37e37aee804a111dea8e0.txt,cate2-00039,32,0,-,0,-,0,0,False,-,0.0,none,-
911,cate2-00028_jpg.rf.e24bd2cce2923ea431883eec5de1da5f.txt,cate2-00028,32,0,-,0,-,0,0,False,-,0.0,none,-
912,cate2-00030_jpg.rf.41c468c20878228e848f3552a6384511.txt,cate2-00030,32,0,-,0,-,0,0,False,-,0.0,none,-
913,cate2-00030_jpg.rf.8307131537f45894936cb1d6cc1945de.txt,cate2-00030,32,0,-,0,-,0,0,False,-,0.0,none,-
914,cate2-00031_jpg.rf.0ed22bc14c06241172f64aba42211818.txt,cate2-00031,32,0,-,0,-,0,0,False,-,0.0,none,-
915,cate2-00031_jpg.rf.8072470d88ef5495882a7c4a73349b16.txt,cate2-00031,32,0,-,0,-,0,0,False,-,0.0,none,-
916,cate2-00031_jpg.rf.ec73411fa95d19c5db10278856dc6cbf.txt,cate2-00031,32,0,-,0,-,0,0,False,-,0.0,none,-
917,cate2-00032_jpg.rf.08ee0db4735d7ccc05e91c92b8a104d4.txt,cate2-00032,32,0,-,0,-,0,0,False,-,0.0,none,-
918,cate2-00032_jpg.rf.2274d2ec38d0dd7e45b3b0e53489d18d.txt,cate2-00032,32,0,-,0,-,0,0,False,-,0.0,none,-
919,cate2-00032_jpg.rf.d3bd650cb3f289e25499faecea917b8f.txt,cate2-00032,32,0,-,0,-,0,0,False,-,0.0,none,-
920,cate2-00033_jpg.rf.7c7306aa4870999d53ccd8706af7e2c4.txt,cate2-00033,32,0,-,0,-,0,0,False,-,0.0,none,-
921,cate2-00033_jpg.rf.a17266f91a41813a3f83cf611dae1847.txt,cate2-00033,32,0,-,0,-,0,0,False,-,0.0,none,-
922,cate2-00033_jpg.rf.be21367a39c7c9d752c39ab094e83347.txt,cate2-00033,32,0,-,0,-,0,0,False,-,0.0,none,-
923,cate2-00034_jpg.rf.0e0e7d635b90bd3fef1f1e1f1dd4ce00.txt,cate2-00034,32,0,-,0,-,0,0,False,-,0.0,none,-
924,cate2-00034_jpg.rf.35a0cbab89b1a5230413673468ade569.txt,cate2-00034,32,0,-,0,-,0,0,False,-,0.0,none,-
925,cate2-00034_jpg.rf.64636032271eb42f7c9b617ed1b6aac1.txt,cate2-00034,32,0,-,0,-,0,0,False,-,0.0,none,-
926,cate2-00035_jpg.rf.903bb19bbb06a11739abeb245ad6d4c9.txt,cate2-00035,32,0,-,0,-,0,0,False,-,0.0,none,-
927,cate2-00035_jpg.rf.e8a4620898f6a7277632a67595d8732d.txt,cate2-00035,32,0,-,0,-,0,0,False,-,0.0,none,-
928,cate2-00036_jpg.rf.04475dac8669951e56ad23596433a278.txt,cate2-00036,32,0,-,0,-,0,0,False,-,0.0,none,-
